age,sex,education_level,education_years,potential_experience,field_of_study,annual_wage,weeks_worked,hours_worked,hourly_wage
42,Male,BA,16,20,Humanities,160479.5686273975,43,32,116.6275934792133
49,Male,MA,18,25,STEM (other),200057.12043411398,49,43,94.94879944666064
36,Female,MA,18,12,Business,175039.71438042374,47,47,79.23934557737607
39,Male,BA,16,17,Education,206236.1298090379,49,48,87.68542934057734
50,Female,BA,16,28,Education,76298.01144112239,50,39,39.12718535442174
50,Male,BA,16,28,STEM (other),209752.77982301512,43,46,106.04286138676194
56,Female,Prof,19,31,STEM (other),453194.20401115116,43,44,239.53182030187693
34,Female,MA,18,10,Education,135213.49676646135,51,48,55.23427155492702
40,Male,BA,16,18,Business,255447.4235981699,49,38,137.18980859192797
31,Female,BA,16,9,Humanities,81034.99319702662,43,33,57.10711289431051
41,Male,MA,18,17,Engineering,196218.82151279307,45,44,99.10041490545105
47,Female,BA,16,25,Humanities,135273.9703184369,48,48,58.712660728488245
50,Male,BA,16,28,STEM (other),95255.94218547009,44,45,48.10906170983338
45,Male,BA,16,23,Social Sciences,107167.32227717752,51,37,56.79243363920377
46,Male,MA,18,22,Health,133323.9921622701,49,46,59.149952157173956
31,Male,BA,16,9,Social Sciences,145512.87118150864,47,30,103.20061785922599
38,Male,BA,16,16,Social Sciences,175965.9750418852,47,36,103.9988032162442
39,Female,Prof,19,14,Business,200708.91088193684,43,47,99.31168277186384
31,Male,BA,16,9,Humanities,125320.64214014488,50,41,61.13202055616823
33,Male,BA,16,11,STEM (other),133006.75244568937,49,45,60.320522651106295
32,Male,BA,16,10,STEM (other),194965.81234387847,48,30,135.39292523880448
47,Male,BA,16,25,Business,172411.01594955992,48,44,81.63400376399618
53,Male,MA,18,29,Humanities,164844.7192348686,44,36,104.06863588059886
42,Female,BA,16,20,Education,121822.72704806739,45,46,58.85155896041903
55,Male,BA,16,33,Business,220121.5435126573,44,32,156.33632351751228
54,Female,BA,16,32,Engineering,174423.29521478157,42,40,103.82339000879855
63,Male,MA,18,39,Business,276600.4743546436,50,35,158.0574139169392
59,Male,MA,18,35,STEM (other),157212.74924957802,47,35,95.57006033408997
42,Female,BA,16,20,Health,110230.08296179456,48,44,52.192274129637575
63,Male,BA,16,41,Education,174142.29416252355,43,36,112.49502206881367
41,Male,MA,18,17,Business,174562.25787108147,48,40,90.91784264118827
38,Female,BA,16,16,Education,106962.3920136827,48,46,48.443112325037454
55,Male,MA,18,31,Engineering,302675.7319194903,46,47,139.99802586470412
48,Male,MA,18,24,Social Sciences,150575.7525549894,47,48,66.74457116799175
59,Female,MA,18,35,Health,188139.6196159124,42,37,121.06796629080593
58,Female,BA,16,36,Engineering,300189.24908183573,44,49,139.23434558526705
27,Male,BA,16,5,Humanities,136863.95794396542,42,37,88.07204500898676
61,Male,MA,18,37,Business,334475.6842493445,46,40,181.7802631789916
64,Male,BA,16,42,Education,128921.92491765929,45,32,89.52911452615228
50,Male,BA,16,28,Social Sciences,230685.56493746222,50,43,107.29561159881963
47,Female,Prof,19,22,Health,150981.73552141822,42,38,94.60008491316931
63,Female,Prof,19,38,Engineering,189383.4619067325,48,30,131.51629299078647
39,Female,BA,16,17,Engineering,83404.97544761807,51,30,54.51305584811639
28,Male,BA,16,6,STEM (other),198840.9346219676,40,41,121.24447233046806
53,Male,BA,16,31,Business,137889.2416679486,49,40,70.35165391221868
46,Female,MA,18,22,Humanities,146040.64116174084,42,30,115.90527076328638
49,Male,Prof,19,24,STEM (other),173044.2632034489,50,49,70.6303115116118
37,Female,BA,16,15,Business,180511.46531690803,49,41,89.85140135236836
42,Female,BA,16,20,Business,143962.7553620082,50,46,62.59250233130791
57,Female,Prof,19,32,Education,126014.83698748659,46,44,62.260294954291794
40,Male,BA,16,18,STEM (other),186856.9760520601,42,31,143.51534258990793
26,Male,BA,16,4,STEM (other),73150.9938305996,42,47,37.05724104893597
59,Female,PhD,20,33,Social Sciences,173750.95892512833,41,45,94.17396147703433
58,Female,BA,16,36,Humanities,73890.03589794922,48,33,46.647749935574
54,Female,MA,18,30,Engineering,150664.7677052655,50,37,81.44041497581918
37,Male,BA,16,15,STEM (other),162520.3901808376,43,31,121.92077282883541
37,Female,BA,16,15,STEM (other),85445.94122356574,49,43,40.55336555461117
42,Female,MA,18,18,Business,117155.37012415307,45,44,59.169378850582355
56,Male,BA,16,34,Business,179098.1619260754,41,38,114.95389083830257
56,Male,PhD,20,30,Engineering,230249.30396785788,48,31,154.73743546227007
59,Female,BA,16,37,Business,323259.5987776928,46,46,152.76918656790775
63,Male,BA,16,41,Humanities,233647.52698642542,49,39,122.26453531471765
53,Male,BA,16,31,Social Sciences,124619.859812105,44,38,74.5334089785317
53,Female,BA,16,31,Engineering,233407.5358342708,46,31,163.67989890201318
40,Male,BA,16,18,Business,194927.84960718954,43,48,94.44178760038253
34,Female,BA,16,12,STEM (other),119893.16608385413,49,46,53.191289300733864
54,Male,BA,16,32,Health,108764.20260067165,46,40,59.11097967427807
49,Male,BA,16,27,Social Sciences,157772.66790632813,41,46,83.65464894290993
63,Female,MA,18,39,Business,195936.57669498376,46,39,109.21771276197533
44,Female,MA,18,20,STEM (other),174428.57960426307,43,47,86.30805522229741
29,Male,MA,18,5,Humanities,115577.32442072526,43,35,76.795564399153
25,Female,BA,16,3,Business,82403.32919211495,40,45,45.77962732895275
54,Male,BA,16,32,Engineering,140084.45023950347,51,47,58.44157289925051
27,Male,MA,18,3,Engineering,138319.96828983608,42,49,67.21086894549858
38,Male,BA,16,16,Engineering,185756.3277169411,44,47,89.8241429965866
54,Male,BA,16,32,Health,119683.5573759113,44,30,90.66936164841765
28,Female,MA,18,4,STEM (other),174351.2433280244,41,32,132.8896671707503
42,Female,MA,18,18,Social Sciences,97193.16399124972,43,44,51.370594075713385
61,Female,BA,16,39,Humanities,115147.12786508496,40,49,58.74853462504335
49,Female,BA,16,27,Social Sciences,146561.06391701504,48,39,78.29116662233709
25,Male,MA,18,1,Education,76003.36436159673,40,34,55.884826736468185
39,Female,BA,16,17,Education,105564.96854294992,45,44,53.31564067825754
33,Female,MA,18,9,Business,258518.45025883417,46,43,130.69689092964316
39,Female,MA,18,15,Social Sciences,120539.74038741073,42,44,65.22713224426987
48,Female,MA,18,24,Health,395049.56488849345,51,39,198.61717691729183
28,Female,BA,16,6,Engineering,144283.88102575493,40,38,94.92360593799667
36,Male,BA,16,14,Social Sciences,133254.55711672836,46,41,70.65459019974993
61,Female,MA,18,37,Social Sciences,217830.41060425123,42,36,144.06773188111853
61,Female,MA,18,37,STEM (other),468634.45260713296,49,34,281.2931888398157
30,Female,MA,18,6,Social Sciences,90248.48585464762,51,39,45.37379882083842
63,Male,BA,16,41,Humanities,96304.91398048576,51,37,51.03599045070787
48,Male,BA,16,26,Social Sciences,125234.1095487795,45,49,56.79551453459388
35,Female,Prof,19,10,Humanities,129267.98661104587,51,45,56.325920091958984
37,Male,MA,18,13,Health,93047.80409111778,45,41,50.43241414152725
58,Female,Prof,19,33,Humanities,178671.06556753902,51,38,92.19353228459185
49,Male,MA,18,25,Social Sciences,303477.9213427369,43,39,180.96477122405304
31,Male,BA,16,9,Health,125094.18557875285,51,45,54.507270404685336
28,Male,MA,18,4,Health,109381.20596562774,50,39,56.092926136219354
32,Male,Prof,19,7,Social Sciences,113000.99075449217,45,38,66.08245073362116
44,Male,BA,16,22,Engineering,240182.3033734628,50,32,150.11393960841426
53,Male,MA,18,29,Engineering,179449.68981247864,49,48,76.29663682503343
34,Male,BA,16,12,Engineering,262372.04017923336,43,40,152.54188382513567
58,Male,BA,16,36,Humanities,248303.7128124799,47,35,150.94450626898475
50,Male,MA,18,26,Business,220009.33133597785,48,35,130.95793531903445
27,Male,BA,16,5,Business,110364.68435673817,41,44,61.17776294719411
30,Female,BA,16,8,Education,136052.74800117154,46,44,67.21973715472902
29,Female,BA,16,7,Business,164232.69131433958,48,42,81.46462862814464
29,Male,BA,16,7,Social Sciences,84019.35606972604,48,34,51.48244857213606
47,Male,BA,16,25,Business,146830.40027410304,51,43,66.95412689197585
33,Female,BA,16,11,STEM (other),93966.70248309418,44,31,68.89054434244441
59,Male,Prof,19,34,Humanities,200610.29645848394,40,41,122.32335149907557
44,Female,BA,16,22,Humanities,157879.65823126351,45,49,71.60075203231905
59,Female,BA,16,37,Social Sciences,107325.58122535478,47,43,53.1051861580182
42,Male,BA,16,20,Humanities,109473.777924867,40,48,57.01759266920156
41,Male,MA,18,17,Engineering,132246.6243624996,41,49,65.82709027501224
48,Male,BA,16,26,Engineering,146496.97473116868,40,44,83.23691746089129
27,Male,MA,18,3,Engineering,157929.67501257866,44,49,73.25124072939641
56,Male,MA,18,32,Health,160420.7579984183,41,46,85.05872640425149
59,Male,MA,18,35,Social Sciences,173642.21284350043,49,43,82.41206115021377
62,Female,BA,16,40,Social Sciences,96936.02284824882,49,47,42.09119533141503
37,Male,MA,18,13,Engineering,191893.7405009464,43,34,131.2542684684996
49,Male,BA,16,27,Social Sciences,156266.47531352722,40,41,95.28443616678489
33,Female,Prof,19,8,Education,102018.78326706556,46,39,56.86665733950143
28,Male,MA,18,4,Social Sciences,107333.45943255966,47,37,61.72136827634253
38,Male,BA,16,16,Education,129377.33150719393,44,35,84.0112542254506
61,Male,BA,16,39,Business,137714.7168694455,41,44,76.33853485002521
58,Female,BA,16,36,Humanities,89278.96964192235,47,41,46.3305498920199
35,Female,MA,18,11,Health,255013.64430971807,40,35,182.15260307837005
27,Male,BA,16,5,Business,91584.57933206629,46,41,48.560222339377674
52,Male,BA,16,30,Business,172987.04201788624,40,44,98.28809205561718
53,Male,BA,16,31,Health,230188.06334285636,51,41,110.08515702671275
33,Male,MA,18,9,Humanities,331080.4102983657,45,38,193.61427502828403
27,Male,MA,18,3,Social Sciences,75452.15796403734,45,48,34.93155461298025
49,Female,MA,18,25,Business,230948.071173517,44,31,169.31676772251978
58,Female,MA,18,34,Humanities,132473.02442178622,41,42,76.92974705097922
36,Male,BA,16,14,Education,99783.97802970516,41,42,57.94656099286014
33,Male,BA,16,11,Social Sciences,96890.4651040159,48,37,54.555442063072014
39,Female,MA,18,15,Social Sciences,111002.00127759512,44,42,60.06601800735667
64,Male,BA,16,42,Business,169263.60836384955,44,33,116.57273303295423
49,Male,BA,16,27,Health,106964.16960772341,46,35,66.4373724271574
29,Male,BA,16,7,Social Sciences,142150.59033232374,45,35,90.25434306814206
35,Male,BA,16,13,STEM (other),149507.35692608327,41,41,88.93953416185799
58,Male,BA,16,36,Social Sciences,183346.02471641108,50,41,89.4370852275176
48,Female,Prof,19,23,Social Sciences,168172.14668682273,40,46,91.39790580805582
39,Female,BA,16,17,Health,130149.46759827527,44,36,82.16506792820408
62,Male,BA,16,40,STEM (other),200039.30906650497,43,44,105.7290217053409
32,Male,BA,16,10,Humanities,71024.82979275919,51,46,30.27486350927502
29,Female,MA,18,5,Social Sciences,105619.98346150137,42,39,64.48106438431097
50,Male,BA,16,28,Education,111492.8726966933,41,49,55.49670119297825
42,Female,Prof,19,17,Health,141411.49973465927,49,35,82.45568497647771
30,Male,Prof,19,5,Social Sciences,67646.33984255343,41,38,43.41870336492518
61,Male,BA,16,39,Business,262812.9855976847,43,44,138.90749767319485
37,Male,Prof,19,12,Social Sciences,127725.45723778194,41,45,69.22789010177883
52,Female,PhD,20,26,Business,338883.8887224612,43,37,213.0005585936274
29,Male,MA,18,5,STEM (other),188271.0006011391,42,45,99.61428603234873
37,Male,MA,18,13,Business,111613.81237199844,48,34,68.39081640441081
41,Male,BA,16,19,STEM (other),120195.71232790606,46,47,55.59468655314804
64,Female,BA,16,42,Social Sciences,334285.5636994384,50,49,136.44308722426058
56,Female,BA,16,34,Health,288277.1960696796,51,43,131.45334978097563
53,Female,BA,16,31,Social Sciences,160162.53878875755,42,31,123.01270260273238
27,Female,PhD,20,1,Engineering,157410.43863559232,47,32,104.66119590132467
64,Male,BA,16,42,Social Sciences,128328.16859989653,48,43,62.17450029064754
58,Male,MA,18,34,Engineering,264634.739920136,46,36,159.80358690829468
64,Male,MA,18,40,Health,157132.61821600638,45,44,79.35990818990221
51,Male,Prof,19,26,Social Sciences,108520.44536022401,43,46,54.863723640153694
37,Female,PhD,20,11,Humanities,95887.72589003776,44,30,72.64221658336194
57,Female,BA,16,35,Business,180110.85913108505,47,38,100.84594576208569
30,Male,BA,16,8,Business,86879.71279096017,42,43,48.10615326188271
48,Female,BA,16,26,Social Sciences,153924.38595538453,41,45,83.42785146633308
43,Female,BA,16,21,STEM (other),124617.17141630508,42,42,70.64465499790538
40,Male,BA,16,18,Education,100800.01901390548,51,35,56.470598887342
64,Male,BA,16,42,Social Sciences,200295.60752325362,46,30,145.14174458206784
52,Male,MA,18,28,Social Sciences,201560.3590789552,47,33,129.95509934168612
57,Male,BA,16,35,Engineering,197225.03661338598,40,32,154.08205985420778
37,Female,BA,16,15,STEM (other),200523.99450721973,46,46,94.76559286730611
49,Male,MA,18,25,Education,190838.4577087566,48,31,128.25165168599236
60,Male,BA,16,38,Business,273093.3582651717,51,48,111.55774438936753
51,Female,BA,16,29,Health,146890.4311198444,42,49,71.37533096202353
62,Male,MA,18,38,Engineering,201734.85324106607,42,37,129.8165078771339
31,Male,MA,18,7,STEM (other),98742.15337203462,47,44,47.74765636945581
29,Female,MA,18,5,Business,114268.45012622219,43,35,75.92588048253965
55,Male,BA,16,33,Health,227756.18421809268,47,49,98.89543387672283
47,Male,MA,18,23,Business,291441.9759687899,44,31,213.6671378070307
34,Female,MA,18,10,Education,165726.07445109438,42,44,89.67861171596016
56,Male,BA,16,34,Humanities,81482.40937432383,43,49,38.67223985492351
54,Female,MA,18,30,Education,236793.46010202603,43,41,134.31279642769485
63,Male,Prof,19,38,Health,123259.16041763357,47,32,81.95422900108615
55,Male,BA,16,33,Humanities,182779.39214976423,45,39,104.14780179473745
42,Male,BA,16,20,Engineering,159478.5392549553,46,43,80.62615735842027
60,Male,PhD,20,34,Business,304723.4717031682,48,43,147.63734094145744
26,Female,MA,18,2,Business,78265.76013757926,45,32,54.35122231776337
38,Female,BA,16,16,STEM (other),223630.47194725508,42,30,177.48450154544054
37,Female,MA,18,13,Social Sciences,95712.82453743718,42,49,46.5076892796099
53,Female,BA,16,31,Education,119714.32118984057,50,30,79.80954745989371
36,Male,BA,16,14,Education,86939.83543373419,42,31,66.77406715340567
63,Female,BA,16,41,Business,102243.70877642938,51,48,41.76622090540416
26,Female,Prof,19,1,Business,125211.33519817099,49,39,65.5213684972114
56,Female,Prof,19,31,Business,390516.98207758454,41,33,288.6304376035362
37,Female,BA,16,15,Social Sciences,295100.5919018369,40,33,223.56105447108857
51,Female,BA,16,29,Business,182507.53450764398,50,42,86.90834976554476
41,Male,BA,16,19,Engineering,244850.8142230446,49,38,131.49882611334297
64,Female,PhD,20,38,Humanities,203460.7501646738,40,36,141.2921876143568
55,Male,PhD,20,29,STEM (other),298064.4324616613,43,45,154.03846638845545
58,Male,MA,18,34,Business,189805.5497389687,42,47,96.15276075935597
48,Female,MA,18,24,Business,211699.4962612588,44,32,150.35475586737132
59,Male,MA,18,35,Engineering,272731.64663905045,51,49,109.13631318089254
30,Male,BA,16,8,Education,83957.17121717123,48,49,35.69607619777688
43,Male,BA,16,21,Humanities,124511.29454786354,51,39,62.59994698233461
54,Female,BA,16,32,Engineering,194477.3463989381,47,45,91.95146401841045
31,Male,MA,18,7,Business,177818.91770613595,51,32,108.9576701630735
34,Female,MA,18,10,Humanities,85835.7056358406,48,40,44.70609668533364
56,Male,BA,16,34,Health,167868.6886216778,44,39,97.82557611985887
58,Male,Prof,19,33,Engineering,446949.83471783606,47,45,211.32379892096267
52,Male,BA,16,30,Health,240197.8038969315,43,37,150.97284971523035
39,Female,BA,16,17,Business,228971.70470605447,44,38,136.94479946534358
54,Male,MA,18,30,Social Sciences,190485.15653343062,51,44,84.8864333927944
61,Female,MA,18,37,Humanities,178956.72021971803,42,32,133.15232159205212
53,Female,MA,18,29,Humanities,218834.46381918696,44,33,150.71244064682298
46,Female,BA,16,24,Social Sciences,245849.94739282457,51,42,114.77588580430653
28,Female,BA,16,6,STEM (other),67031.5797000874,42,41,38.92658519168839
44,Male,MA,18,20,Social Sciences,115308.63648113572,44,38,68.9644955030716
56,Male,BA,16,34,Humanities,206743.3050337319,50,43,96.1596767598753
60,Female,BA,16,38,Social Sciences,147345.16775124014,44,48,69.76570442767051
28,Female,MA,18,4,Humanities,79928.18022263468,45,36,49.338382853478194
51,Female,BA,16,29,STEM (other),127918.89431463266,48,45,59.22171033084845
41,Female,MA,18,17,Engineering,167727.34432643332,40,49,85.5751756767517
36,Female,MA,18,12,STEM (other),110513.08563588907,51,34,63.73303669889797
46,Male,BA,16,24,Humanities,248135.0123921755,49,39,129.84563704457116
41,Female,BA,16,19,Humanities,122598.39173413429,45,47,57.96614266389328
34,Female,MA,18,10,Business,149136.1367831647,40,40,93.21008548947793
25,Female,MA,18,1,Humanities,104383.09359274295,45,36,64.43400839058206
46,Male,MA,18,22,Humanities,202461.20173065524,41,43,114.83902537189748
50,Female,MA,18,26,Business,270537.62096914067,47,49,117.4718284711857
42,Female,MA,18,18,STEM (other),265053.3971030323,50,47,112.7886796183116
38,Male,PhD,20,12,Engineering,171844.68175180047,42,40,102.28850104273837
53,Female,BA,16,31,Engineering,180600.0069617545,49,41,89.89547384855874
36,Male,BA,16,14,Social Sciences,163261.66454660453,45,47,77.1922763813733
60,Female,BA,16,38,Health,143685.6608121408,45,31,103.00047370045935
59,Male,BA,16,37,Health,168900.9977959015,43,30,130.9310060433345
36,Male,BA,16,14,Engineering,178443.8258098236,44,39,103.98824347891819
31,Male,BA,16,9,STEM (other),167201.595941711,41,30,135.9362568631797
53,Female,Prof,19,28,Engineering,145262.20682539002,49,35,84.70099523346357
35,Male,BA,16,13,Engineering,191572.90018246934,49,36,108.60141733700075
57,Female,BA,16,35,Engineering,184403.72354194237,47,46,85.2931191220825
30,Female,BA,16,8,Health,143463.6989599133,49,38,77.04817344785891
39,Female,BA,16,17,STEM (other),202739.97136704356,46,36,122.42751894145142
56,Male,BA,16,34,Education,237702.34491908565,49,46,105.45800573162629
35,Female,BA,16,13,Humanities,163511.0897581675,45,32,113.54936788761633
47,Female,BA,16,25,Engineering,284637.4370797966,46,45,137.50600825110948
50,Male,MA,18,26,Social Sciences,284219.2128833644,51,34,163.90958067091373
58,Male,Prof,19,33,Social Sciences,225035.55601720617,40,49,114.81405919245212
58,Male,Prof,19,33,Social Sciences,208200.2271355074,44,47,100.67709242529371
53,Female,MA,18,29,Engineering,298714.9714430026,46,30,216.46012423405983
28,Male,BA,16,6,Education,116777.3355303148,40,33,88.46767843205666
41,Male,Prof,19,16,Social Sciences,156949.61809535156,41,40,95.70098664350705
59,Female,Prof,19,34,Humanities,200355.1904501732,48,49,85.18502995330493
37,Female,BA,16,15,Social Sciences,131199.06907009418,51,38,67.69817805474416
63,Female,MA,18,39,Engineering,176525.4129061274,42,37,113.59421679930978
39,Female,BA,16,17,Health,214001.4826846442,45,37,128.52941902981632
53,Male,MA,18,29,Business,211495.66329841453,46,34,135.2274062010323
53,Female,PhD,20,27,Humanities,347045.952220481,48,41,176.34448791691108
35,Male,BA,16,13,Health,81711.68704793921,44,30,61.90279321813576
56,Female,Prof,19,31,Business,192214.33723794817,43,44,101.59320149997261
26,Female,MA,18,2,STEM (other),123920.02179957597,50,47,52.73192417003233
38,Male,PhD,20,12,Social Sciences,239142.36649693316,51,35,133.97331456410822
44,Female,BA,16,22,Engineering,206786.22554472787,41,39,129.32221735129949
46,Male,MA,18,22,Health,203361.7773397876,42,43,112.60342045392447
35,Male,BA,16,13,Business,99749.8531164022,44,37,61.2714085481586
51,Female,BA,16,29,Humanities,97569.24215032755,50,32,60.98077634395472
27,Female,BA,16,5,Humanities,95011.32728815642,41,48,48.27811345942907
41,Female,PhD,20,15,STEM (other),140894.71690809986,43,41,79.91759325473616
52,Male,MA,18,28,Social Sciences,159537.88155389176,40,41,97.27919606944619
53,Female,Prof,19,28,Social Sciences,235596.34068125262,43,44,124.52237879558807
45,Male,Prof,19,20,Humanities,118812.59731771683,46,36,71.74673751069857
40,Male,BA,16,18,Engineering,278509.316080812,51,33,165.48384793868806
61,Male,BA,16,39,Social Sciences,229711.8332070715,42,38,143.92972005455607
44,Male,BA,16,22,Social Sciences,93730.03868781344,49,45,42.50795405343013
30,Female,BA,16,8,Engineering,101914.41047719771,47,42,51.62837410192387
43,Male,BA,16,21,Social Sciences,74582.92157349983,45,33,50.2241896117844
29,Male,BA,16,7,Humanities,72825.58328746786,45,38,42.588060402027985
27,Male,BA,16,5,Humanities,108544.61254376335,40,47,57.73649603391667
25,Female,BA,16,3,Engineering,100753.42933735544,44,44,52.042060608138144
62,Female,BA,16,40,Engineering,221513.57938900284,42,44,119.86665551352968
39,Male,BA,16,17,Business,96751.36356767743,49,35,56.41478925229005
58,Female,PhD,20,32,Humanities,244016.85417428258,40,40,152.5105338589266
59,Male,MA,18,35,Engineering,196509.73118230174,47,37,113.00157054761458
49,Female,PhD,20,23,Education,190279.80099360703,46,46,89.92429158488045
48,Male,BA,16,26,Engineering,186565.49752619833,46,46,88.16894968156821
36,Male,BA,16,14,Health,93054.01814039581,51,47,38.82103385081177
42,Female,MA,18,18,Social Sciences,116970.2257328204,49,33,72.33780193742759
39,Female,BA,16,17,Humanities,159044.34484298996,49,44,73.76824899953152
40,Male,BA,16,18,Business,175483.0344211939,49,31,115.5253682825503
51,Female,BA,16,29,Health,231055.84475345182,43,31,173.33521736943123
32,Female,BA,16,10,Business,142542.7837756389,50,39,73.09886347468662
49,Female,BA,16,27,Education,149566.61987426353,45,32,103.86570824601634
41,Male,BA,16,19,Humanities,73540.88686426531,48,37,41.40815701816741
53,Male,MA,18,29,Engineering,211989.06899312843,42,49,103.00732215409545
32,Female,BA,16,10,Humanities,99885.98893292327,48,36,57.80439174358985
39,Male,BA,16,17,Health,261066.94808400844,43,41,148.08108229382213
51,Male,MA,18,27,Engineering,278921.8710838214,44,48,132.06527986923362
31,Male,BA,16,9,Social Sciences,180271.32472198614,46,44,89.06686004050698
27,Female,BA,16,5,Business,132489.84921404452,45,43,68.4702063121677
53,Male,Prof,19,28,Education,148183.85301823018,49,45,67.20356145951482
48,Female,BA,16,26,Humanities,140019.54021900866,47,43,69.28230589757975
27,Male,BA,16,5,Engineering,131382.35532723428,47,32,87.3552894462994
44,Male,BA,16,22,Social Sciences,113306.67153298567,47,47,51.293196710269655
39,Male,BA,16,17,Humanities,106009.47830009913,42,35,72.11529136061165
49,Male,BA,16,27,STEM (other),172969.38662505773,49,46,76.73885830747902
54,Female,MA,18,30,Social Sciences,306105.7623365465,45,43,158.19419242198785
38,Female,BA,16,16,STEM (other),84303.43094432603,46,43,42.62054142786958
31,Male,BA,16,9,Social Sciences,163267.5469021245,48,49,69.41647402301211
41,Male,BA,16,19,Social Sciences,108267.62276414645,49,42,52.60817432660178
44,Female,BA,16,22,Humanities,85645.86663646449,49,32,54.621088416112556
60,Female,MA,18,36,Social Sciences,270055.46397436113,51,42,126.0763137135206
33,Female,BA,16,11,Social Sciences,149786.97855759834,43,31,112.36832599969868
62,Female,BA,16,40,Social Sciences,230119.8664699463,44,38,137.63149908489612
46,Male,BA,16,24,Humanities,168486.44564511062,47,42,85.35280934402768
26,Female,BA,16,4,Humanities,154562.4499615499,40,37,104.43408781185803
48,Male,BA,16,26,Social Sciences,185724.0318298622,51,45,80.92550406529942
32,Male,MA,18,8,Business,136578.76868877062,45,32,94.8463671449796
35,Female,BA,16,13,Social Sciences,140291.5327444651,43,42,77.68080439892863
37,Female,BA,16,15,Health,202407.99943280432,44,33,139.39944864518205
41,Female,BA,16,19,Business,125440.5728654329,50,47,53.37896717677996
32,Male,MA,18,8,Humanities,91677.6065682548,44,31,67.2123215309786
45,Male,BA,16,23,Social Sciences,138678.27979921788,41,49,69.02851159742055
42,Male,MA,18,18,Business,97170.76371420345,47,44,46.98779676702294
54,Female,MA,18,30,Engineering,240728.13917479714,41,46,127.63952236203454
42,Male,Prof,19,17,Business,110278.18300606363,43,39,65.7592027466092
55,Female,BA,16,33,STEM (other),191476.00775510553,51,30,125.14771748699708
62,Male,BA,16,40,Business,226293.23264923567,44,35,146.94365756443875
56,Female,MA,18,32,Business,182141.12211062957,40,32,142.29775164892936
35,Female,PhD,20,9,Social Sciences,258987.41818257858,45,48,119.90158249193453
49,Male,Prof,19,24,Business,139559.97695498163,41,36,94.5528299152992
57,Male,BA,16,35,Engineering,282766.9119277874,44,42,153.0123982293222
62,Female,BA,16,40,Business,213745.45361215642,45,42,113.09283259902456
32,Male,BA,16,10,Social Sciences,69925.8046621364,50,46,30.402523766146263
35,Female,MA,18,11,Health,334582.3410065298,47,30,237.292440430163
46,Female,BA,16,24,Social Sciences,151036.44047765443,48,43,73.17656999886358
48,Male,BA,16,26,Social Sciences,120711.0308265353,51,32,73.96509241822015
41,Female,MA,18,17,STEM (other),123558.9737806697,45,43,63.854766811715606
36,Male,BA,16,14,Social Sciences,121345.19227466139,44,30,91.92817596565257
56,Female,Prof,19,31,Business,218639.151171435,51,45,95.26760399626797
39,Male,BA,16,17,Business,157533.5386773897,43,39,93.93770940810359
40,Female,BA,16,18,Social Sciences,128831.56765771318,41,42,74.81507994059999
46,Male,BA,16,24,Humanities,160230.32543268419,41,33,118.42596114758624
52,Male,MA,18,28,Business,184114.11787788497,46,38,105.32844272190216
44,Male,BA,16,22,Education,76047.29777403806,44,43,40.194132015876356
57,Female,BA,16,35,Engineering,189130.31452772734,46,33,124.59177505120378
34,Female,PhD,20,8,Social Sciences,74709.06411504949,50,39,38.31234057182025
64,Female,BA,16,42,Humanities,148409.58391497578,40,37,100.27674588849715
56,Male,BA,16,34,Business,133600.58661624615,40,32,104.3754582939423
57,Female,BA,16,35,Health,178797.31171807987,44,36,112.87709073111102
26,Female,BA,16,4,Business,158676.44875422263,41,39,99.23480222277838
57,Male,MA,18,33,Education,129569.84928384174,47,32,86.1501657472352
57,Male,BA,16,35,Engineering,271950.91720799956,42,31,208.87167220276464
37,Male,BA,16,15,Humanities,100205.9783469368,40,44,56.935214969850456
54,Male,BA,16,32,Business,303021.3186567752,41,38,194.4937860441433
57,Male,MA,18,33,Humanities,146833.44791481018,49,44,68.10456767848339
37,Female,BA,16,15,Social Sciences,103037.89419404934,49,46,45.71335146142384
50,Male,BA,16,28,Education,177330.6831885593,46,36,107.08374588681117
46,Female,BA,16,24,Business,149292.54975542813,45,49,67.70637177116922
63,Female,BA,16,41,STEM (other),141345.8701864334,51,47,58.96782235562512
26,Female,BA,16,4,Engineering,102441.58829077269,47,44,49.536551397859135
62,Female,BA,16,40,Business,172235.50602540042,46,47,79.66489640397799
63,Male,MA,18,39,Social Sciences,279303.4319031293,49,41,139.0260985082774
50,Female,BA,16,28,Engineering,109029.49014002706,47,37,62.696659079946556
39,Male,Prof,19,14,Business,183381.54334747148,42,31,140.8460394373821
58,Female,PhD,20,32,STEM (other),312722.369779053,45,31,224.17374177709894
64,Female,BA,16,42,STEM (other),190924.73513774984,46,34,122.07463883487841
35,Female,BA,16,13,Social Sciences,187504.76751763347,49,30,127.55426361743774
27,Female,BA,16,5,STEM (other),113856.75487312603,50,33,69.00409386250062
30,Male,MA,18,6,Social Sciences,115039.93033057124,40,35,82.17137880755088
33,Male,BA,16,11,Business,158752.05540497013,40,42,94.49527107438698
30,Female,BA,16,8,Education,102887.77853788063,46,48,46.59772578708362
33,Male,BA,16,11,Education,96787.91094326071,50,40,48.393955471630356
63,Female,MA,18,39,STEM (other),253278.0590622819,42,42,143.58166613508044
55,Male,MA,18,31,Business,172411.8744284528,42,37,110.94715214186152
56,Female,BA,16,34,Education,122155.10325367088,44,36,77.11812074095384
